Carrer / Calle;OBJECTID;Número Finca;created_user;created_date;last_edited_user;last_edited_date;geo_shape;geo_point_2d
CATALU;75098;3;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.355447786253513, 39.47746458892407], ""type"": ""Point""}";39.47746458892407, -0.355447786253513
PUERTO;75102;265;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.33566872445177925, 39.46093785608168], ""type"": ""Point""}";39.46093785608168, -0.33566872445177925
GUADALAVIAR;75106;10;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.37666248573169087, 39.48256589461285], ""type"": ""Point""}";39.48256589461285, -0.37666248573169087
CONSTITUCION;75108;32ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3785314736376126, 39.48530615899688], ""type"": ""Point""}";39.48530615899688, -0.3785314736376126
CIRILO AMOROS;75112;7;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3737765523591428, 39.466398425050066], ""type"": ""Point""}";39.466398425050066, -0.3737765523591428
HONDURAS;75115;32;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.34394451107164586, 39.47411264427749], ""type"": ""Point""}";39.47411264427749, -0.34394451107164586
ESCULTOR ALFONSO GABINO;75117;2ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.34702565189478024, 39.474712732857945], ""type"": ""Point""}";39.474712732857945, -0.34702565189478024
JUAN RAMON JIMENEZ;75118;23ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3761091500594063, 39.45508064639465], ""type"": ""Point""}";39.45508064639465, -0.3761091500594063
PUERTO DE SANTA MARIA;75121;5ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3999157945246368, 39.4849258833813], ""type"": ""Point""}";39.4849258833813, -0.3999157945246368
MISTRAL;75124;14ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.35815710856409855, 39.4845455610222], ""type"": ""Point""}";39.4845455610222, -0.35815710856409855
BENIFAYO;75127;31ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.39728421538453296, 39.483690275453135], ""type"": ""Point""}";39.483690275453135, -0.39728421538453296
JOAN BAPTISTE MUDOZ;75128;11;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3527797256387045, 39.46336153605798], ""type"": ""Point""}";39.46336153605798, -0.3527797256387045
JOAN BAPTISTE MUDOZ;75129;2;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3539390289864528, 39.46357140133158], ""type"": ""Point""}";39.46357140133158, -0.3539390289864528
JOSE BENLLIURE;75130;73;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3308225705168008, 39.46577662357605], ""type"": ""Point""}";39.46577662357605, -0.3308225705168008
POUET PEDRERETA;75133;6;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.421476830928059, 39.50253868753513], ""type"": ""Point""}";39.50253868753513, -0.421476830928059
FELIPE VALLS;75134;2;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.41815165166543544, 39.499184933632414], ""type"": ""Point""}";39.499184933632414, -0.41815165166543544
CONSTITUCION;75135;117ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3750504679404122, 39.49068930624458], ""type"": ""Point""}";39.49068930624458, -0.3750504679404122
PUERTO;75140;65;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3540832615231842, 39.466424006831716], ""type"": ""Point""}";39.466424006831716, -0.3540832615231842
PUERTO;75141;85;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.35167924478907586, 39.46553485545082], ""type"": ""Point""}";39.46553485545082, -0.35167924478907586
PUERTO;75144;234;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3414154118957981, 39.462481079307466], ""type"": ""Point""}";39.462481079307466, -0.3414154118957981
PUERTO;75145;207;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.34028499310861, 39.462324505788146], ""type"": ""Point""}";39.462324505788146, -0.34028499310861
PUERTO;75148;310;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3352210670479253, 39.46064115009463], ""type"": ""Point""}";39.46064115009463, -0.3352210670479253
SAN VICENTE DE PAUL;75151;8;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.370814067848108, 39.490578570346024], ""type"": ""Point""}";39.490578570346024, -0.370814067848108
HERNANDEZ LAZARO;75152;20;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.40331334517696704, 39.478217349633], ""type"": ""Point""}";39.478217349633, -0.40331334517696704
CASTELLO DE L ALBUFERA;75155;39;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.365692904936557, 39.42870444831984], ""type"": ""Point""}";39.42870444831984, -0.365692904936557
CONSTITUCION;75156;56;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3777412326228874, 39.48673348082939], ""type"": ""Point""}";39.48673348082939, -0.3777412326228874
HORNO DE ALCEDO;75158;2;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.37721194830465354, 39.43205047084544], ""type"": ""Point""}";39.43205047084544, -0.37721194830465354
RIO SEGURA;75159;32;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3761392652245542, 39.43215410704953], ""type"": ""Point""}";39.43215410704953, -0.3761392652245542
MENDEZ NUaEZ;75168;40;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.33677336829211213, 39.459448849098926], ""type"": ""Point""}";39.459448849098926, -0.33677336829211213
MONCADA;75174;64;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.37929117434397464, 39.49257800154613], ""type"": ""Point""}";39.49257800154613, -0.37929117434397464
JESUS;75175;49;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3840269532726602, 39.46536961342448], ""type"": ""Point""}";39.46536961342448, -0.3840269532726602
JUAN ESTELLES;75184;3;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.40293135638078087, 39.540010481875235], ""type"": ""Point""}";39.540010481875235, -0.40293135638078087
LERIDA;75186;29;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3778889831013026, 39.48375611572044], ""type"": ""Point""}";39.48375611572044, -0.3778889831013026
XATIVA;75187;4;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.37938420009658885, 39.46806863503263], ""type"": ""Point""}";39.46806863503263, -0.37938420009658885
BACHILLER;75188;S/N;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.36084685695667523, 39.48133767402428], ""type"": ""Point""}";39.48133767402428, -0.36084685695667523
CAMPOS CRESPO;75197;57;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.39876180233715025, 39.454142796254175], ""type"": ""Point""}";39.454142796254175, -0.39876180233715025
MARINA ALTA;75198;S/N;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.40203525945783014, 39.490631020198954], ""type"": ""Point""}";39.490631020198954, -0.40203525945783014
JOAQUIN BENLLOCH;75200;12;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.37688908822197065, 39.4537169029449], ""type"": ""Point""}";39.4537169029449, -0.37688908822197065
MARIANO DE CAVIA;75203;26ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.403155121828456, 39.453205067008064], ""type"": ""Point""}";39.453205067008064, -0.403155121828456
MARIA DE MOLINA;75205;11;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.39000884799780283, 39.45184383121844], ""type"": ""Point""}";39.45184383121844, -0.39000884799780283
EUGENIA VIrES;75208;167;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3255974952451012, 39.4692117812204], ""type"": ""Point""}";39.4692117812204, -0.3255974952451012
MALVARROSA;75219;140;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.32772246033498437, 39.483749806182935], ""type"": ""Point""}";39.483749806182935, -0.32772246033498437
SERPIS;75222;2;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3497844151508093, 39.47612802264485], ""type"": ""Point""}";39.47612802264485, -0.3497844151508093
POLO Y PEYROLON;75226;22ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.354940957571509, 39.47329142030148], ""type"": ""Point""}";39.47329142030148, -0.354940957571509
CASTIELFABIB;75227;4;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.39546940286574656, 39.477872019092686], ""type"": ""Point""}";39.477872019092686, -0.39546940286574656
ALMIRANTE CADARSO;75230;4;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.36886960298859006, 39.466456681337675], ""type"": ""Point""}";39.466456681337675, -0.36886960298859006
CONDE DE ALTEA;75231;28;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.36760799417436396, 39.466144775598146], ""type"": ""Point""}";39.466144775598146, -0.36760799417436396
CONDE DE ALTEA;75232;38;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.36646249210643866, 39.46662641398987], ""type"": ""Point""}";39.46662641398987, -0.36646249210643866
BENIMODO;75237;35ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.42092988195528513, 39.501090362033146], ""type"": ""Point""}";39.501090362033146, -0.42092988195528513
ARTES GRAFICAS;75240;11ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.36274726074167596, 39.476870770012276], ""type"": ""Point""}";39.476870770012276, -0.36274726074167596
"DON VICENTE GALLART ""ARCIPRESTE""";75241;23ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3327390455489502, 39.46581097745651], ""type"": ""Point""}";39.46581097745651, -0.3327390455489502
AYORA;75244;28;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.39348008860545997, 39.46470139402125], ""type"": ""Point""}";39.46470139402125, -0.39348008860545997
PINTOR FERRER CALATAYUD;75246;2ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3378936501395372, 39.46759969821723], ""type"": ""Point""}";39.46759969821723, -0.3378936501395372
ALBOCACER;75247;6;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3623860064718059, 39.48619006484314], ""type"": ""Point""}";39.48619006484314, -0.3623860064718059
JORGE JUAN;75250;22;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.369055669417079, 39.468780468137865], ""type"": ""Point""}";39.468780468137865, -0.369055669417079
SAGUNTO;75252;10;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3749063325845378, 39.48303364533581], ""type"": ""Point""}";39.48303364533581, -0.3749063325845378
JUST RAMIREZ (ARQUITECTE);75255;10;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.37656773002597366, 39.48990108067179], ""type"": ""Point""}";39.48990108067179, -0.37656773002597366
JOSE AGUIRRE;75262;14;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.33646532537332674, 39.46211649730947], ""type"": ""Point""}";39.46211649730947, -0.33646532537332674
ENRIQUE NAVARRO;75263;2ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.36023334058395634, 39.485365220590666], ""type"": ""Point""}";39.485365220590666, -0.36023334058395634
MUSICO ESPI;75267;2;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3742515372551192, 39.497070649387716], ""type"": ""Point""}";39.497070649387716, -0.3742515372551192
SAGUNTO;75268;160;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3751822921085652, 39.48842523575838], ""type"": ""Point""}";39.48842523575838, -0.3751822921085652
REAL DE MADRID;75278;135;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3935626730172678, 39.42787555121234], ""type"": ""Point""}";39.42787555121234, -0.3935626730172678
CARTAGENA;75279;7;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.39400009389845825, 39.470635159810385], ""type"": ""Point""}";39.470635159810385, -0.39400009389845825
REINA;75280;2;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3752289021363719, 39.47393398676812], ""type"": ""Point""}";39.47393398676812, -0.3752289021363719
JUAN LLORENS;75286;55;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3890747964272917, 39.470478041114255], ""type"": ""Point""}";39.470478041114255, -0.3890747964272917
DOCTOR GARCIA DONATO;75290;6;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.34778936650292264, 39.47663475094961], ""type"": ""Point""}";39.47663475094961, -0.34778936650292264
PORCHETS;75305;8ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3772320364523374, 39.47250481654452], ""type"": ""Point""}";39.47250481654452, -0.3772320364523374
CIUDAD DE BRUJAS;75308;6;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3797354556064995, 39.473834791818355], ""type"": ""Point""}";39.473834791818355, -0.3797354556064995
JOSE ZARAGOZA;75311;46;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3936595796482261, 39.455724963740295], ""type"": ""Point""}";39.455724963740295, -0.3936595796482261
TRETZE ROSES;75313;S/N;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.4110142806511697, 39.468840866659704], ""type"": ""Point""}";39.468840866659704, -0.4110142806511697
OBISPO SOLER;75317;14;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.39614294432327823, 39.48222847801885], ""type"": ""Point""}";39.48222847801885, -0.39614294432327823
PEDRO DE VALENCIA;75318;10;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3378479255023107, 39.46868053807917], ""type"": ""Point""}";39.46868053807917, -0.3378479255023107
DAMA DE ELCHE;75319;26;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3438589519578373, 39.4607694700056], ""type"": ""Point""}";39.4607694700056, -0.3438589519578373
HIGINIO NOJA (PROFESSOR);75322;36ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3476499283254319, 39.458289885195484], ""type"": ""Point""}";39.458289885195484, -0.3476499283254319
NA ROBELLA;75324;4;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3723440802200251, 39.450523338622325], ""type"": ""Point""}";39.450523338622325, -0.3723440802200251
(Sin Asignar);75327;(Sin Asignar);GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3643853363145258, 39.46626612503091], ""type"": ""Point""}";39.46626612503091, -0.3643853363145258
TORREVIEJA;75329;2;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.38714014874821434, 39.45577769397708], ""type"": ""Point""}";39.45577769397708, -0.38714014874821434
MALVARROSA;75333;19;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3277943590979671, 39.47608881593202], ""type"": ""Point""}";39.47608881593202, -0.3277943590979671
PACO SANZ;75339;5;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.39216984664313825, 39.448913357403185], ""type"": ""Point""}";39.448913357403185, -0.39216984664313825
ALAMEDA;75340;10;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.36525590681051595, 39.47508151699824], ""type"": ""Point""}";39.47508151699824, -0.36525590681051595
ALAMEDA;75341;13;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.36471109009994757, 39.474406693811524], ""type"": ""Point""}";39.474406693811524, -0.36471109009994757
ALAMEDA;75342;19;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3636572943184686, 39.47309537450244], ""type"": ""Point""}";39.47309537450244, -0.3636572943184686
CONCHA ESPINA;75346;15;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.35129085852010916, 39.472569073514656], ""type"": ""Point""}";39.472569073514656, -0.35129085852010916
ISABEL LA CATOLICA;75347;24;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.36946497323609323, 39.46733850770841], ""type"": ""Point""}";39.46733850770841, -0.36946497323609323
JOSE AGUIRRE;75349;26dupac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.33480569410373245, 39.461856715931496], ""type"": ""Point""}";39.461856715931496, -0.33480569410373245
PEDRO ALEIXANDRE;75353;43;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3608948930905861, 39.459625409207185], ""type"": ""Point""}";39.459625409207185, -0.3608948930905861
SERPIS;75044;66;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.34268665042895663, 39.47422416241707], ""type"": ""Point""}";39.47422416241707, -0.34268665042895663
DOCTOR VICENTE ZARAGOZA;75048;13;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3631742213864384, 39.485170226071645], ""type"": ""Point""}";39.485170226071645, -0.3631742213864384
CASTELL DE POP;75053;13;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3342895831077647, 39.44836734625281], ""type"": ""Point""}";39.44836734625281, -0.3342895831077647
MURCIA;74541;13;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.408023877706139, 39.464779146319394], ""type"": ""Point""}";39.464779146319394, -0.408023877706139
PRIMERO DE MAYO;74543;17;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3877112419298845, 39.44885255739763], ""type"": ""Point""}";39.44885255739763, -0.3877112419298845
PROFESSOR LOPEZ PIsERO;74544;S/N;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3550662280974145, 39.455021286899814], ""type"": ""Point""}";39.455021286899814, -0.3550662280974145
LUIS OLIAG;74546;73;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3611412058380161, 39.4615840894355], ""type"": ""Point""}";39.4615840894355, -0.3611412058380161
BADAJOZ;74547;3;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3992736779130218, 39.48122512544004], ""type"": ""Point""}";39.48122512544004, -0.3992736779130218
PINTOR MATARANA;74550;14;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.39292984041643864, 39.49331113836862], ""type"": ""Point""}";39.49331113836862, -0.39292984041643864
LUZ CASANOVA;74553;24;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.37281998906277825, 39.48964422924321], ""type"": ""Point""}";39.48964422924321, -0.37281998906277825
FELIX PIZCUETA;74554;6;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3734905446500506, 39.467499394876334], ""type"": ""Point""}";39.467499394876334, -0.3734905446500506
ESCRIVA;74556;25;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.38600085742063095, 39.458054001969096], ""type"": ""Point""}";39.458054001969096, -0.38600085742063095
JUAN DE GARAY;74557;44;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3942092320332767, 39.45447709586392], ""type"": ""Point""}";39.45447709586392, -0.3942092320332767
PUEBLA DE VALVERDE;74558;5;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.40168228330784533, 39.459657188211374], ""type"": ""Point""}";39.459657188211374, -0.40168228330784533
BEATO NICOLAS FACTOR;74561;28;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.39051119636905895, 39.46089310651323], ""type"": ""Point""}";39.46089310651323, -0.39051119636905895
CAMBRILS;74575;14;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3799222282091835, 39.494890226946595], ""type"": ""Point""}";39.494890226946595, -0.3799222282091835
HUMANISTA MARINER;74576;17;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.39378351278716234, 39.46036752791546], ""type"": ""Point""}";39.46036752791546, -0.39378351278716234
MONESTIR DE POBLET;74580;18;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3933499388187437, 39.48551882796136], ""type"": ""Point""}";39.48551882796136, -0.3933499388187437
INDUSTRIA;74583;1ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3438901889570934, 39.46352671184667], ""type"": ""Point""}";39.46352671184667, -0.3438901889570934
RINCON DE ADEMUZ;74584;9;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.4030611479367405, 39.4723774167122], ""type"": ""Point""}";39.4723774167122, -0.4030611479367405
MUSICO CABANILLES;74586;36ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3909639600146571, 39.444947816185774], ""type"": ""Point""}";39.444947816185774, -0.3909639600146571
MARVA;74589;28;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.384455509637938, 39.46395398364178], ""type"": ""Point""}";39.46395398364178, -0.384455509637938
DOCTOR CALATAYUD BAYA;74590;1;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.39604411161219943, 39.48075189941082], ""type"": ""Point""}";39.48075189941082, -0.39604411161219943
VENEZUELA;74592;38;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.388107377421637, 39.4552541030272], ""type"": ""Point""}";39.4552541030272, -0.388107377421637
MATHEU Y SANZ;74594;5;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.38886389001459265, 39.45780211487908], ""type"": ""Point""}";39.45780211487908, -0.38886389001459265
CAMPANAR;74600;11;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.39020533575044664, 39.48689575982248], ""type"": ""Point""}";39.48689575982248, -0.39020533575044664
JOSE BALLESTER GOZALVO;74601;S/N;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3246882601345734, 39.478445357902814], ""type"": ""Point""}";39.478445357902814, -0.3246882601345734
