gid;Número Placa;Cod. Via / Cod. Vía;Portal;Data Alta / Fecha Alta;objectid;Nombre Places / Numero Plazas;Cod. Activitat / Cod. Actividad;Carrer / Calle;NUM_PLAZAS_TRIB;METROS_AUT ;geo_shape;geo_point_2d
99551;Y002671;22050;4;20150116;;2;CO;CARRER CUENCA TRAMOYERES 4;2;3.0;"{""coordinates"": [-0.36066149993272867, 39.48315300039202], ""type"": ""Point""}";39.48315300039202, -0.36066149993272867
99555;Y002675;10620;3;20150224;;3;CO;CARRER BENIMUSLEM 3;3;3.0;"{""coordinates"": [-0.3692925001465495, 39.486122999575215], ""type"": ""Point""}";39.486122999575215, -0.3692925001465495
99560;Y002676;32790;21;20150225;;2;CO;AVINGUDA GASPAR AGUILAR 21;2;3.0;"{""coordinates"": [-0.39182756950896125, 39.4542317431792], ""type"": ""Point""}";39.4542317431792, -0.39182756950896125
99561;Y002676;32790;21;20150225;;2;CO;AVINGUDA GASPAR AGUILAR 21;2;3.0;"{""coordinates"": [-0.39182756950896125, 39.4542317431792], ""type"": ""Point""}";39.4542317431792, -0.39182756950896125
99562;Y002677;59280;33;20150226;;6;CO;CARRER PINTOR STOLZ 33;6;3.5;"{""coordinates"": [-0.4000725001336693, 39.46944600016695], ""type"": ""Point""}";39.46944600016695, -0.4000725001336693
99564;Y002679;59430;13;20150407;;6;CD;CARRER PIUS IX 13;6;3.5;"{""coordinates"": [-0.3926294999651055, 39.44600100040469], ""type"": ""Point""}";39.44600100040469, -0.3926294999651055
99567;Y002680;73920;44;20150504;;8;CO;AVINGUDA TRES CREUS 44;8;6.0;"{""coordinates"": [-0.4043475004282153, 39.46029300044818], ""type"": ""Point""}";39.46029300044818, -0.4043475004282153
99568;Y002681;23460;3;20150515;;7;CO;CARRER HOSTALERS 3;7;8.0;"{""coordinates"": [-0.404978331469191, 39.460394524808706], ""type"": ""Point""}";39.460394524808706, -0.404978331469191
99574;Z000308;57960;1;20191204;;9;CO;CAMÍ NOU PICANYA 1;9;3.0;"{""coordinates"": [-0.40280399972637626, 39.457394999685285], ""type"": ""Point""}";39.457394999685285, -0.40280399972637626
99578;Z000308;73920;52;20191204;;9;CO;AVINGUDA TRES CREUS 52;9;3.0;"{""coordinates"": [-0.4033440005639787, 39.458627999944206], ""type"": ""Point""}";39.458627999944206, -0.4033440005639787
99580;Z000309;23370;8;20200107;;1;CD;CARRER FOGAINERS 8;1;8.0;"{""coordinates"": [-0.4057720405828904, 39.46033504123297], ""type"": ""Point""}";39.46033504123297, -0.4057720405828904
99581;Z000309;23370;8;20200107;;1;CD;CARRER FOGAINERS 8;1;5.0;"{""coordinates"": [-0.4057720405828904, 39.46033504123297], ""type"": ""Point""}";39.46033504123297, -0.4057720405828904
99583;Z000310;12600;40;20200109;;3;CO;CARRER BORRIANA 40;3;3.0;"{""coordinates"": [-0.36463499950128975, 39.465882000150124], ""type"": ""Point""}";39.465882000150124, -0.36463499950128975
99584;Z000313;64500;2;20200519;;1;CD;CARRER RIU ARCOS 2;1;3.0;"{""coordinates"": [-0.3538356366897996, 39.46505418845401], ""type"": ""Point""}";39.46505418845401, -0.3538356366897996
99585;Z000311;23820;23;20200227;;1;CD;AVINGUDA PRIMER DE MAIG 23;1;4.0;"{""coordinates"": [-0.3883724997455162, 39.448890000052195], ""type"": ""Point""}";39.448890000052195, -0.3883724997455162
99588;Z000317;53790;3;20200604;;3;CO;CARRER ORIENT 3;3;3.5;"{""coordinates"": [-0.36158400007936287, 39.45913200032588], ""type"": ""Point""}";39.45913200032588, -0.36158400007936287
99589;Z000315;37110;2;20200528;;1;CO;CARRER ENGINYER DICENTA 2;1;3.5;"{""coordinates"": [-0.41957911388072183, 39.49947206755951], ""type"": ""Point""}";39.49947206755951, -0.41957911388072183
99595;Z000322;30480;23;20201014;;1;CD;CARRER FLORESTA 23;1;3.0;"{""coordinates"": [-0.3489885002174873, 39.46675500028145], ""type"": ""Point""}";39.46675500028145, -0.3489885002174873
99603;Z000327;72960;43;20201125;;4;CO;CARRER TOMÀS GISBERT 43;4;4.0;"{""coordinates"": [-0.3634200004822508, 39.42503100002768], ""type"": ""Point""}";39.42503100002768, -0.3634200004822508
99605;Z000326;60420;97;20201124;;4;CO;CARRER POETA MAS I ROS 97;4;3.0;"{""coordinates"": [-0.3420765004711286, 39.468734999563914], ""type"": ""Point""}";39.468734999563914, -0.3420765004711286
99607;X010283;32490;13;20230201;;1;RE;CARRER GARCÉS 13;1;5.0;"{""coordinates"": [-0.37715849964985054, 39.51680399959886], ""type"": ""Point""}";39.51680399959886, -0.37715849964985054
99608;Z000329;76200;10;20201223;;6;CO;CARRER VILA DE MURO 10;6;3.0;"{""coordinates"": [-0.3616335004842166, 39.48379200032839], ""type"": ""Point""}";39.48379200032839, -0.3616335004842166
99611;X010284;27990;27;20230206;;60;RE;CARRER ERNEST ANASTASIO 27;60;4.0;"{""coordinates"": [-0.3339897200415548, 39.465059547493226], ""type"": ""Point""}";39.465059547493226, -0.3339897200415548
99613;X010286;61410;167;20230210;;2;RE;AVINGUDA PRIMAT REIG 167;2;3.0;"{""coordinates"": [-0.3588209998088379, 39.481145999806614], ""type"": ""Point""}";39.481145999806614, -0.3588209998088379
99617;X010293;18630;9;20230321;;1;RE;CARRER CIUTAT 9;1;3.5;"{""coordinates"": [-0.3647835003083503, 39.42598499997762], ""type"": ""Point""}";39.42598499997762, -0.3647835003083503
99619;X010288;81833;6;20230221;;1;RE;CARRER CASTELL DE LA CREU, DEL 6;1;3.0;"{""coordinates"": [-0.4122585001571216, 39.54544200025091], ""type"": ""Point""}";39.54544200025091, -0.4122585001571216
99620;X010294;56610;2;20230411;;1;RE;CARRER PEDRO DE LUNA 2;1;3.0;"{""coordinates"": [-0.3903502496244693, 39.434129999654004], ""type"": ""Point""}";39.434129999654004, -0.3903502496244693
99627;X010301;47280;22;20230413;;1;RE;CARRER MATEU I SANÇ 22;1;3.5;"{""coordinates"": [-0.3883151983044304, 39.45753932631723], ""type"": ""Point""}";39.45753932631723, -0.3883151983044304
99632;X010304;36930;35;20230418;;15;RE;CARRER IGNACIO ZULOAGA 35;15;4.0;"{""coordinates"": [-0.3357990004565694, 39.44679299990635], ""type"": ""Point""}";39.44679299990635, -0.3357990004565694
99633;X010305;56490;23;20230418;;1;RE;CARRER PEDRO CABANES 23;1;3.0;"{""coordinates"": [-0.37534949961217, 39.49482600039746], ""type"": ""Point""}";39.49482600039746, -0.37534949961217
99634;X010307;66480;8;20230420;;2;RE;CARRER SALABERT 8;2;3.0;"{""coordinates"": [-0.39350699954899687, 39.462605999782724], ""type"": ""Point""}";39.462605999782724, -0.39350699954899687
99636;X010308;7290;39;20230420;;2;RE;CARRER ARQUEBISBE OLAECHEA 39;2;4.0;"{""coordinates"": [-0.39284099970309644, 39.44417400023836], ""type"": ""Point""}";39.44417400023836, -0.39284099970309644
99637;X010310;20880;11;20230421;;3;RE;CARRER CORONACIÓ 11;3;3.0;"{""coordinates"": [-0.4148639471864385, 39.50241731759331], ""type"": ""Point""}";39.50241731759331, -0.4148639471864385
99640;X010313;56700;18;20230425;;1;RE;CARRER PERE PATRICI MEY 18;1;3.0;"{""coordinates"": [-0.37542149954333687, 39.49299900025173], ""type"": ""Point""}";39.49299900025173, -0.37542149954333687
99645;Y002090;81172;24;20050211;;1;CD;CARRER ARQUITECTE SEGURA DE LAGO 24;1;4.5;"{""coordinates"": [-0.40329449953100927, 39.453768000323336], ""type"": ""Point""}";39.453768000323336, -0.40329449953100927
99646;Y002091;81650;2;20050211;;20;CO;CARRER ENRIC VALOR I VIVES (ESCRIPTOR) 2;21;4.0;"{""coordinates"": [-0.4002232503921583, 39.479616000170516], ""type"": ""Point""}";39.479616000170516, -0.4002232503921583
99652;Y002102;73530;16;20050316;;22;CO;CARRER TOTANA 16;22;4.5;"{""coordinates"": [-0.39511349964614934, 39.46884299999506], ""type"": ""Point""}";39.46884299999506, -0.39511349964614934
99656;Y002106;23820;7;20050311;;6;CO;AVINGUDA PRIMER DE MAIG 7;6;3.0;"{""coordinates"": [-0.38676150029111883, 39.44858399970137], ""type"": ""Point""}";39.44858399970137, -0.38676150029111883
99659;Y002114;77460;38;20050407;;2;CO;CARRER VIVER 38;2;4.0;"{""coordinates"": [-0.36266850012064084, 39.48903900006438], ""type"": ""Point""}";39.48903900006438, -0.36266850012064084
99661;Y002113;65130;37;20050407;;1;CD;CARRER RODRIGO PERTEGÁS 37;1;3.5;"{""coordinates"": [-0.34181549997002, 39.461156999725596], ""type"": ""Point""}";39.461156999725596, -0.34181549997002
99662;Y002114;77460;38;20050407;;2;CO;CARRER VIVER 38;2;3.5;"{""coordinates"": [-0.36266850012064084, 39.48903900006438], ""type"": ""Point""}";39.48903900006438, -0.36266850012064084
99665;Y002118;60420;10;20050422;;1;CD;CARRER POETA MAS I ROS 10;1;2.5;"{""coordinates"": [-0.35110799978469787, 39.47112000038631], ""type"": ""Point""}";39.47112000038631, -0.35110799978469787
99669;Y002132;33030;3;20050526;;12;CO;AVINGUDA GENERAL AVILÉS 3;6;3.0;"{""coordinates"": [-0.39090600017617755, 39.48784200038898], ""type"": ""Point""}";39.48784200038898, -0.39090600017617755
99670;Y002132;33030;3;20050526;;12;CO;AVINGUDA GENERAL AVILÉS 3;6;3.0;"{""coordinates"": [-0.39090600017617755, 39.48784200038898], ""type"": ""Point""}";39.48784200038898, -0.39090600017617755
99675;Y002683;25380;3;20150610;;4;CO;CARRER DOLORES MARQUÉS 3;4;3.0;"{""coordinates"": [-0.3616638795896528, 39.48891524049554], ""type"": ""Point""}";39.48891524049554, -0.3616638795896528
99677;Y002683;25380;3;20150610;;4;CO;CARRER DOLORES MARQUÉS 3;4;3.0;"{""coordinates"": [-0.3616638795896528, 39.48891524049554], ""type"": ""Point""}";39.48891524049554, -0.3616638795896528
99684;Y002690;58650;22;20151104;;1;CD;CARRER PINTOR GISBERT 22;1;3.0;"{""coordinates"": [-0.37739700002149446, 39.45989699998466], ""type"": ""Point""}";39.45989699998466, -0.37739700002149446
99689;Y002696;81310;2;20160330;;4;CO;AVINGUDA ARAGÓ 2;4;5.0;"{""coordinates"": [-0.36008099992132625, 39.46843800014598], ""type"": ""Point""}";39.46843800014598, -0.36008099992132625
99698;Y002706;62850;10;20160919;;4;CO;CARRER RAMON LLULL 10;4;4.0;"{""coordinates"": [-0.3461527626295006, 39.47827715237649], ""type"": ""Point""}";39.47827715237649, -0.3461527626295006
99699;Y002708;61170;37;20161102;;5;CO;CARRER PERVINDRE 37;5;3.0;"{""coordinates"": [-0.3727708497639738, 39.4554693439907], ""type"": ""Point""}";39.4554693439907, -0.3727708497639738
99700;Y002707;81196;1;20161017;;1;CD;CARRER DOCTOR JOAN REGLÀ 1;1;6.0;"{""coordinates"": [-0.3585285248741441, 39.47365969959158], ""type"": ""Point""}";39.47365969959158, -0.3585285248741441
99701;Y002705;24420;8;20160804;;6;CO;CARRER DOCTOR MANUEL CANDELA 8;6;4.5;"{""coordinates"": [-0.3507660004226196, 39.46614300008304], ""type"": ""Point""}";39.46614300008304, -0.3507660004226196
99704;Y002711;57540;27;20161123;;2;CO;CARRER PERIS BRELL 27;2;3.0;"{""coordinates"": [-0.34690049981258947, 39.46665600042214], ""type"": ""Point""}";39.46665600042214, -0.34690049981258947
99713;Z000334;60420;70;20210415;;7;CO;CARRER POETA MAS I ROS 70;7;4.0;"{""coordinates"": [-0.34531650032553723, 39.4694369995695], ""type"": ""Point""}";39.4694369995695, -0.34531650032553723
99720;Z000341;81385;24;20210726;;4;CD;CARRER ESCRIPTOR RAFAEL FERRERES 24;4;4.0;"{""coordinates"": [-0.36027422410479293, 39.45488125223791], ""type"": ""Point""}";39.45488125223791, -0.36027422410479293
99721;Z000343;30630;6;20210801;;5;CO;CARRER FONT ROJA 6;5;3.0;"{""coordinates"": [-0.38805749967843517, 39.4630739999049], ""type"": ""Point""}";39.4630739999049, -0.38805749967843517
99727;Z000348;81285;18;20211101;;5;CD;CARRER PROFESSOR BLANCO 18;5;3.0;"{""coordinates"": [-0.3998429996411507, 39.45785399997856], ""type"": ""Point""}";39.45785399997856, -0.3998429996411507
99728;Z000349;81672;1;20211118;;1;CD;CARRER EDUARDO PRIMO YÚFERA (CIENTÍFIC) 1;1;7.5;"{""coordinates"": [-0.34673073848310504, 39.45193584892485], ""type"": ""Point""}";39.45193584892485, -0.34673073848310504
99733;Z000350;81608;27;20211118;;27;OT;CARRER LUIS GARCIA-BERLANGA MARTI (DIRECTOR CINEMA) 27;27;10.0;"{""coordinates"": [-0.34236900022893973, 39.45548700033377], ""type"": ""Point""}";39.45548700033377, -0.34236900022893973
99734;Z000350;81608;27;20211118;;27;OT;CARRER LUIS GARCIA-BERLANGA MARTI (DIRECTOR CINEMA) 27;27;4.0;"{""coordinates"": [-0.34236900022893973, 39.45548700033377], ""type"": ""Point""}";39.45548700033377, -0.34236900022893973
99737;X010314;44940;24;20230425;;4;RE;CARRER MANUEL SIMÓ 24;4;3.0;"{""coordinates"": [-0.39123900054654115, 39.459860999896236], ""type"": ""Point""}";39.459860999896236, -0.39123900054654115
99738;Z000353;45510;11;20211215;;1;CD;CARRER MARIA DE MOLINA 11;1;9.0;"{""coordinates"": [-0.3899655002635498, 39.45172499965358], ""type"": ""Point""}";39.45172499965358, -0.3899655002635498
99740;X010317;33690;3;20230501;;13;RE;CARRER GIBRALTAR 3;13;4.0;"{""coordinates"": [-0.3781215000594423, 39.46261499995264], ""type"": ""Point""}";39.46261499995264, -0.3781215000594423
99742;Y000002;18390;12;19930602;;0;CO;AVINGUDA CID 12;9;4.7;"{""coordinates"": [-0.39194099975054913, 39.46752899981082], ""type"": ""Point""}";39.46752899981082, -0.39194099975054913
99744;Y000040;10200;31;19680904;;25;CD;CARRER BENICARLÓ 31;25;4.0;"{""coordinates"": [-0.36421199944547533, 39.486014999900505], ""type"": ""Point""}";39.486014999900505, -0.36421199944547533
99748;Y000012;43770;9;19930608;;0;CO;CARRER MESTRE RACIONAL 9;1;3.0;"{""coordinates"": [-0.3631769997871018, 39.46354199971123], ""type"": ""Point""}";39.46354199971123, -0.3631769997871018
99750;Y000141;1140;6;19770101;;0;CD;CARRER ALBACETE 6;1;3.5;"{""coordinates"": [-0.3828240004929996, 39.46509000035147], ""type"": ""Point""}";39.46509000035147, -0.3828240004929996
104079;X002672;9360;5;19850718;;0;RE;CARRER BEAT GÁLVEZ 5;20;3.0;"{""coordinates"": [-0.38413349946815367, 39.464316000241624], ""type"": ""Point""}";39.464316000241624, -0.38413349946815367
104083;X002675;81126;28;19850618;;0;RE;CARRER VERGE DE LA MAR 28;8;3.0;"{""coordinates"": [-0.33743249979614787, 39.42183600015033], ""type"": ""Point""}";39.42183600015033, -0.33743249979614787
104086;X002681;71310;54;19850807;;44;RE;CARRER SILLA 54;44;3.0;"{""coordinates"": [-0.42017809389546884, 39.49940537459525], ""type"": ""Point""}";39.49940537459525, -0.42017809389546884
104093;X000757;72190;1;19770101;;0;RE;AVINGUDA TAMARINDES 1;30;2.4;"{""coordinates"": [-0.402097500515688, 39.475682999854065], ""type"": ""Point""}";39.475682999854065, -0.402097500515688
104100;X000764;55140;7;19940914;;0;RE;CARRER PARE VIÑAS 7;1;3.0;"{""coordinates"": [-0.3705807317970255, 39.494066395492716], ""type"": ""Point""}";39.494066395492716, -0.3705807317970255
104102;X000772;18870;11;20000801;;9;RE;CARRER CLERO 11;9;3.5;"{""coordinates"": [-0.3728835004322437, 39.4629930001644], ""type"": ""Point""}";39.4629930001644, -0.3728835004322437
104103;X000773;22020;62;19770101;;0;RE;CARRER CONCA 62;23;2.3;"{""coordinates"": [-0.38761199991028294, 39.46526100006264], ""type"": ""Point""}";39.46526100006264, -0.38761199991028294
104109;X000777;24870;15;19770101;;0;RE;CARRER DOCTOR SANCHIS SIVERA 15;27;2.5;"{""coordinates"": [-0.3863384996357385, 39.468752999556244], ""type"": ""Point""}";39.468752999556244, -0.3863384996357385
104112;X000779;34950;7;19920609;;0;RE;CARRER AGUSTÍ CENTELLES OSSÓ (FOTÒGRAF) 7;15;4.0;"{""coordinates"": [-0.3725640005638866, 39.48838199978232], ""type"": ""Point""}";39.48838199978232, -0.3725640005638866
104114;X000785;70230;3;19770101;;0;RE;CARRER SANTANDER 3;6;4.0;"{""coordinates"": [-0.39088350056361604, 39.45491099973143], ""type"": ""Point""}";39.45491099973143, -0.39088350056361604
104119;X000789;44670;8;19770101;;0;CO;CARRER MANOLO TABERNER 8;5;2.6;"{""coordinates"": [-0.39777749994089, 39.47339699982764], ""type"": ""Point""}";39.47339699982764, -0.39777749994089
104120;X001432;59430;9;19770101;;0;RE;CARRER PIUS IX 9;136;4.0;"{""coordinates"": [-0.3924854998044966, 39.44637000034619], ""type"": ""Point""}";39.44637000034619, -0.3924854998044966
104124;X001435;19350;11;19770101;;0;RE;CARRER COLÓN 11;48;4.0;"{""coordinates"": [-0.3736260004783098, 39.468150000388924], ""type"": ""Point""}";39.468150000388924, -0.3736260004783098
104134;X001446;55290;3;19770101;;0;RE;CARRER PALÀNCIA 3;107;4.0;"{""coordinates"": [-0.35376749995348783, 39.478419000252075], ""type"": ""Point""}";39.478419000252075, -0.35376749995348783
104135;X001447;57390;6;19770101;;0;RE;CARRER PERIODISTA BADIA 6;29;2.5;"{""coordinates"": [-0.3631500001262095, 39.477402000087885], ""type"": ""Point""}";39.477402000087885, -0.3631500001262095
104142;X001457;37200;4;19770101;;0;RE;CARRER ENGINYER MANUEL CÁNOVAS 4;3;2.0;"{""coordinates"": [-0.3902354997958569, 39.44554199995409], ""type"": ""Point""}";39.44554199995409, -0.3902354997958569
104153;X001478;51300;8;19770101;;0;RE;CARRER MURTA 8;3;2.5;"{""coordinates"": [-0.35818650022805, 39.486078000210995], ""type"": ""Point""}";39.486078000210995, -0.35818650022805
104154;X001476;52320;29;19790405;;59;RE;CARRER NAVARRO CABANES 29;59;3.0;"{""coordinates"": [-0.40093884259773627, 39.47147795435598], ""type"": ""Point""}";39.47147795435598, -0.40093884259773627
104163;X002078;21540;28;19770101;;0;RE;CARRER CRIST DEL REFUGI 28;5;4.5;"{""coordinates"": [-0.3642704996346059, 39.425679000287076], ""type"": ""Point""}";39.425679000287076, -0.3642704996346059
104166;X002085;32730;8;19770101;;0;RE;CARRER GASCÓ OLIAG 8;40;4.0;"{""coordinates"": [-0.3572189999236529, 39.47851799972791], ""type"": ""Point""}";39.47851799972791, -0.3572189999236529
104170;X002086;63960;39;19770101;;0;RE;CARRER REVEREND RAFAEL TRAMOYERES 39;12;3.0;"{""coordinates"": [-0.35898300021217405, 39.484538999861826], ""type"": ""Point""}";39.484538999861826, -0.35898300021217405
104179;X002099;47130;68;19770101;;0;RE;CARRER MASQUEFA 68;16;3.0;"{""coordinates"": [-0.35799750051630574, 39.492683999950295], ""type"": ""Point""}";39.492683999950295, -0.35799750051630574
104189;X002689;65910;16;19850912;;0;RE;CARRER RUBÉN VELA 16;16;3.0;"{""coordinates"": [-0.3742109998287638, 39.455973000357545], ""type"": ""Point""}";39.455973000357545, -0.3742109998287638
104219;X000796;74400;1;20131231;;55;RE;CARRER URUGUAI 1;55;3.0;"{""coordinates"": [-0.38554199949362594, 39.46008599988382], ""type"": ""Point""}";39.46008599988382, -0.38554199949362594
104220;X000795;6390;19;19770101;;0;RE;CARRER ARXIDUC CARLES 19;14;5.0;"{""coordinates"": [-0.39342600052222887, 39.4661520002093], ""type"": ""Point""}";39.4661520002093, -0.39342600052222887
104221;X000797;53550;55;19770101;;0;RE;CARRER OLTÀ 55;18;3.0;"{""coordinates"": [-0.3739769997674403, 39.4534710001444], ""type"": ""Point""}";39.4534710001444, -0.3739769997674403
104224;X000798;24870;9;19770101;;0;RE;CARRER DOCTOR SANCHIS SIVERA 9;4;2.5;"{""coordinates"": [-0.38557799984470587, 39.46912200005375], ""type"": ""Point""}";39.46912200005375, -0.38557799984470587
104226;X000809;12540;26;19770101;;0;RE;AVINGUDA BURJASSOT 26;22;2.5;"{""coordinates"": [-0.3831254996856558, 39.483774000065345], ""type"": ""Point""}";39.483774000065345, -0.3831254996856558
104234;X000811;54660;67;19770101;;0;RE;CARRER PARE LLUÍS NAVARRO 67;2;2.0;"{""coordinates"": [-0.3302144996720747, 39.46516199984222], ""type"": ""Point""}";39.46516199984222, -0.3302144996720747
104237;X000820;34230;5;19770101;;0;CO;CARRER GONZÁLEZ MARTÍ 5;50;3.0;"{""coordinates"": [-0.39315599940568113, 39.473928000435734], ""type"": ""Point""}";39.473928000435734, -0.39315599940568113
104249;X000838;26370;13;19770101;;0;RE;CARRER BATXILLER 13;59;3.0;"{""coordinates"": [-0.3623760001942953, 39.48239699998105], ""type"": ""Point""}";39.48239699998105, -0.3623760001942953
104250;X001480;34440;22;19770101;;0;RE;CARRER GRAVADOR ESTEVE 22;3;2.2;"{""coordinates"": [-0.3670424997765324, 39.47003100044147], ""type"": ""Point""}";39.47003100044147, -0.3670424997765324
104251;X001482;61140;5;19770101;;0;RE;AVINGUDA PORTUGAL 5;22;2.0;"{""coordinates"": [-0.37746900049511084, 39.48802200018086], ""type"": ""Point""}";39.48802200018086, -0.37746900049511084
104253;X001481;56490;83;19770101;;0;RE;CARRER PEDRO CABANES 83;32;2.9;"{""coordinates"": [-0.37941299963946096, 39.49392599958061], ""type"": ""Point""}";39.49392599958061, -0.37941299963946096
104256;X001486;28980;14;19770101;;0;RE;CARRER ESTEVE BALLESTER 14;6;3.0;"{""coordinates"": [-0.3362529484464957, 39.47220289220045], ""type"": ""Point""}";39.47220289220045, -0.3362529484464957
104277;X001519;66330;155;19770101;;0;RE;CARRER SAGUNT 155;40;4.0;"{""coordinates"": [-0.3751290003702946, 39.48911100039025], ""type"": ""Point""}";39.48911100039025, -0.3751290003702946
104286;X002112;33480;18;19770101;;0;RE;AVINGUDA AMAT GRANELL MESADO (MILITAR) 18;12;2.5;"{""coordinates"": [-0.3656564994825583, 39.45958200013417], ""type"": ""Point""}";39.45958200013417, -0.3656564994825583
104288;X002117;22740;14;19770101;;0;RE;CARRER XIVA 14;55;2.5;"{""coordinates"": [-0.3902039995591026, 39.46509900018793], ""type"": ""Point""}";39.46509900018793, -0.3902039995591026
104293;X002128;43620;52;19770101;;0;RE;CARRER FUSTA 52;191;3.0;"{""coordinates"": [-0.33746850000158507, 39.465927000339384], ""type"": ""Point""}";39.465927000339384, -0.33746850000158507
104294;X002129;9690;10;19770101;;0;RE;CARRER BELLO 10;37;3.0;"{""coordinates"": [-0.335248173099884, 39.45928514093813], ""type"": ""Point""}";39.45928514093813, -0.335248173099884
104297;X002127;81180;6;19770101;;0;RE;CARRER POETA ANTONINO CHOCOMELI 6;136;4.0;"{""coordinates"": [-0.3975389997625261, 39.47874300042643], ""type"": ""Point""}";39.47874300042643, -0.3975389997625261
104298;X002132;20520;5;19770101;;0;RE;CARRER CONVENT DELS CARMELITES 5;29;2.5;"{""coordinates"": [-0.3711059994490082, 39.48346800011246], ""type"": ""Point""}";39.48346800011246, -0.3711059994490082
104299;X002134;42270;53;19770101;;0;RE;CARRER CENTELLES 53;15;2.5;"{""coordinates"": [-0.375155999706946, 39.458231999561356], ""type"": ""Point""}";39.458231999561356, -0.375155999706946
104302;X002131;59070;15;19770101;;0;RE;CARRER PINTOR PEIRÓ 15;4;2.5;"{""coordinates"": [-0.3638205000485083, 39.47542200034149], ""type"": ""Point""}";39.47542200034149, -0.3638205000485083
104303;X002137;19920;26;19950614;;0;RE;CARRER COMTE D'ALTEA 26;4;3.0;"{""coordinates"": [-0.3676814996959213, 39.46603500003389], ""type"": ""Point""}";39.46603500003389, -0.3676814996959213
104311;X002147;19770;9;19770101;;0;RE;CARRER CONCHA ESPINA 9;4;2.5;"{""coordinates"": [-0.35194471775836833, 39.472807758926805], ""type"": ""Point""}";39.472807758926805, -0.35194471775836833
104312;X002142;24420;69;19770101;;0;RE;CARRER DOCTOR MANUEL CANDELA 69;16;3.0;"{""coordinates"": [-0.3487769995053303, 39.47223600005343], ""type"": ""Point""}";39.47223600005343, -0.3487769995053303
104315;X002148;30000;65;19770101;;0;RE;GRAN VIA FERRAN EL CATÒLIC 65;20;2.4;"{""coordinates"": [-0.38890350038843147, 39.47525100034065], ""type"": ""Point""}";39.47525100034065, -0.38890350038843147
104317;X002730;15480;4;19861216;;0;RE;CARRER CARRERES PUCHALT 4;10;6.0;"{""coordinates"": [-0.3594014996212613, 39.48353999955114], ""type"": ""Point""}";39.48353999955114, -0.3594014996212613
104321;X002733;2910;44;19861215;;0;RE;CARRER REINA 44;13;3.0;"{""coordinates"": [-0.32898149996136816, 39.46559400004485], ""type"": ""Point""}";39.46559400004485, -0.32898149996136816
104329;X002746;11700;15;19851113;;4;RE;CARRER BONIFACI FERRER 15;4;3.0;"{""coordinates"": [-0.3879360000250451, 39.45845700036299], ""type"": ""Point""}";39.45845700036299, -0.3879360000250451
104332;X002751;73650;26;19860228;;0;RE;CARRER TRAMOYERES 26;4;2.7;"{""coordinates"": [-0.3307409997981513, 39.47300999960784], ""type"": ""Point""}";39.47300999960784, -0.3307409997981513
104333;X002753;2940;5;19860228;;0;RE;CARRER ALMISERÀ 5;62;3.3;"{""coordinates"": [-0.39290849983553083, 39.492692999636795], ""type"": ""Point""}";39.492692999636795, -0.39290849983553083
104344;X002763;38190;27;19850128;;15;RE;CARRER JERONI DE MONTSORIU 27;15;3.0;"{""coordinates"": [-0.34097399960048524, 39.465692999650166], ""type"": ""Point""}";39.465692999650166, -0.34097399960048524
104349;X000842;19530;14;19770101;;0;RE;CARRER COMÈDIES 14;9;3.0;"{""coordinates"": [-0.37248300002501017, 39.472830000100565], ""type"": ""Point""}";39.472830000100565, -0.37248300002501017
104357;X000856;1650;52;19770101;;75;RE;CARRER ALCÀSSER 52;75;3.0;"{""coordinates"": [-0.4103639998502925, 39.47175000028451], ""type"": ""Point""}";39.47175000028451, -0.4103639998502925
104358;X000853;46260;71;19760611;;1;RE;CARRER MARQUÉS DE MONTORTAL 71;1;3.0;"{""coordinates"": [-0.3762134997771163, 39.49593300002498], ""type"": ""Point""}";39.49593300002498, -0.3762134997771163
104360;X000857;81166;1;19770101;;0;RE;CARRER FRANCO TORMO 1;31;4.5;"{""coordinates"": [-0.3898350004375016, 39.45789900013851], ""type"": ""Point""}";39.45789900013851, -0.3898350004375016
104362;X000864;37470;48;19770101;;0;RE;CARRER ILLES CANÀRIES 48;2;2.0;"{""coordinates"": [-0.3548699998184299, 39.4659899995935], ""type"": ""Point""}";39.4659899995935, -0.3548699998184299
104368;X000866;66810;58;19770101;;0;RE;CARRER OLIMPIA AROZENA TORRES (PROFESSORA) 58;80;3.0;"{""coordinates"": [-0.39778200000719494, 39.47078699994844], ""type"": ""Point""}";39.47078699994844, -0.39778200000719494
104369;X000874;18870;15;19770101;;0;RE;CARRER CLERO 15;3;3.0;"{""coordinates"": [-0.37295549999681976, 39.46304700038567], ""type"": ""Point""}";39.46304700038567, -0.37295549999681976
104387;X001533;37680;31;19770101;;0;RE;CARRER JACINT LABAILA 31;18;4.0;"{""coordinates"": [-0.3917745001076789, 39.45846599963003], ""type"": ""Point""}";39.45846599963003, -0.3917745001076789
104388;X001532;20220;6;19770101;;0;RE;CARRER COMTE DE SALVATIERRA 6;34;4.0;"{""coordinates"": [-0.36904950013586535, 39.47076900032384], ""type"": ""Point""}";39.47076900032384, -0.36904950013586535
104392;X001538;18390;66;19770101;;18;RE;AVINGUDA CID 66;18;4.0;"{""coordinates"": [-0.39847499967080363, 39.46882500021023], ""type"": ""Point""}";39.46882500021023, -0.39847499967080363
