Carrer / Calle;OBJECTID;Nombre Places / Número Plazas;created_user;created_date;last_edited_user;last_edited_date;geo_shape;geo_point_2d
CRONISTA ALMELA Y VIVES;258436;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.35567543928869944, 39.478285972162766], ""type"": ""Point""}";39.478285972162766, -0.35567543928869944
ALBERIQUE;258437;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3891077102765451, 39.46795978944646], ""type"": ""Point""}";39.46795978944646, -0.3891077102765451
PECHINA;258442;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.39304861532109575, 39.476173916837276], ""type"": ""Point""}";39.476173916837276, -0.39304861532109575
DOCTOR ZAMENHOF;258445;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.39156312510903013, 39.47596060441353], ""type"": ""Point""}";39.47596060441353, -0.39156312510903013
DOCTOR ZAMENHOF;258446;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.39063764254700856, 39.47626918909216], ""type"": ""Point""}";39.47626918909216, -0.39063764254700856
EDUARDO SOLER Y PEREZ;258450;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3991276319793974, 39.47602175050461], ""type"": ""Point""}";39.47602175050461, -0.3991276319793974
FRANCISCO MORENO USEDO;258452;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.39711096928324685, 39.47155382477851], ""type"": ""Point""}";39.47155382477851, -0.39711096928324685
EDUARDO SOLER Y PEREZ;258453;8;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.39952970627474144, 39.476934414601914], ""type"": ""Point""}";39.476934414601914, -0.39952970627474144
GRUP PARPALLO;258454;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.39957346452055575, 39.47656055476902], ""type"": ""Point""}";39.47656055476902, -0.39957346452055575
MAESTRO ASENSI;258459;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3948590762710092, 39.47152398646166], ""type"": ""Point""}";39.47152398646166, -0.3948590762710092
JOSE MARIA HARO (MAGISTRAT);258461;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.33767408944026395, 39.472173533428574], ""type"": ""Point""}";39.472173533428574, -0.33767408944026395
JOSE MARIA HARO (MAGISTRAT);258463;5;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.33707098401279695, 39.473477260706254], ""type"": ""Point""}";39.473477260706254, -0.33707098401279695
BENIOPA;258470;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.33514862176112337, 39.47121756597131], ""type"": ""Point""}";39.47121756597131, -0.33514862176112337
URUGUAY;258480;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3869581834753518, 39.45614835228634], ""type"": ""Point""}";39.45614835228634, -0.3869581834753518
MATHEU Y SANZ;258483;9;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.38745073549377496, 39.457228178777825], ""type"": ""Point""}";39.457228178777825, -0.38745073549377496
ESCULTOR PIQUER;258484;7;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3776982795842147, 39.49187584675631], ""type"": ""Point""}";39.49187584675631, -0.3776982795842147
ALAMEDA;258488;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3650336339813053, 39.4748051779281], ""type"": ""Point""}";39.4748051779281, -0.3650336339813053
PLUS ULTRA;258491;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.37273724222563637, 39.45514553193813], ""type"": ""Point""}";39.45514553193813, -0.37273724222563637
MAESTRO VALLS;258493;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.34179760055251096, 39.464822107873225], ""type"": ""Point""}";39.464822107873225, -0.34179760055251096
LUIS LAMARCA;258494;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.4042731663033576, 39.47055431470425], ""type"": ""Point""}";39.47055431470425, -0.4042731663033576
CLARIANO;258496;7;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3518877249362685, 39.47617067541431], ""type"": ""Point""}";39.47617067541431, -0.3518877249362685
MONFORTE;258498;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3665122517372889, 39.47692783117967], ""type"": ""Point""}";39.47692783117967, -0.3665122517372889
ALEMANY;258501;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.37599543290205834, 39.49779627966325], ""type"": ""Point""}";39.49779627966325, -0.37599543290205834
CHILE;258505;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3569565317337751, 39.470474762349696], ""type"": ""Point""}";39.470474762349696, -0.3569565317337751
BENICARLO;258508;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.36656396404267855, 39.48762595214734], ""type"": ""Point""}";39.48762595214734, -0.36656396404267855
PIANISTA AMPARO ITURBI;258514;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.38231254807092907, 39.45490027621807], ""type"": ""Point""}";39.45490027621807, -0.38231254807092907
FRAY LUIS COLOMER;258518;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3526490991383239, 39.47850795803823], ""type"": ""Point""}";39.47850795803823, -0.3526490991383239
SAN JUAN BOSCO;258519;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.37057045437029273, 39.49545556311003], ""type"": ""Point""}";39.49545556311003, -0.37057045437029273
AGUSTIN LARA;258526;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3709324347522025, 39.4934618726457], ""type"": ""Point""}";39.4934618726457, -0.3709324347522025
VICENTE CLAVEL;258529;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3972428874193451, 39.46107406754151], ""type"": ""Point""}";39.46107406754151, -0.3972428874193451
MARQUES DE SAN JUAN;258533;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.39807831340976524, 39.477597785634444], ""type"": ""Point""}";39.477597785634444, -0.39807831340976524
GRUP PARPALLO;258535;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.4009604948975251, 39.476733392546755], ""type"": ""Point""}";39.476733392546755, -0.4009604948975251
TORRES-TORRES;258536;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3946434289883407, 39.4714749097118], ""type"": ""Point""}";39.4714749097118, -0.3946434289883407
MANUEL DE FALLA;258537;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.40138846967206476, 39.47557492447236], ""type"": ""Point""}";39.47557492447236, -0.40138846967206476
SAN MARCELINO;258546;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3905140532598495, 39.445755746711015], ""type"": ""Point""}";39.445755746711015, -0.3905140532598495
INGENIERO MANUEL CANOVAS;258547;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.391516075839991, 39.44582383242738], ""type"": ""Point""}";39.44582383242738, -0.391516075839991
REVERENDO JOSE NOGUERA;258550;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3917520348404513, 39.44520990439099], ""type"": ""Point""}";39.44520990439099, -0.3917520348404513
REVERENDO JOSE NOGUERA;258551;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.39184251728514524, 39.445230988507795], ""type"": ""Point""}";39.445230988507795, -0.39184251728514524
ANTONI REIG I VENTURA (ROVELLET);257559;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.4051403861045145, 39.482936849165306], ""type"": ""Point""}";39.482936849165306, -0.4051403861045145
ANTONI REIG I VENTURA (ROVELLET);257560;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.40566035906808257, 39.48271185150332], ""type"": ""Point""}";39.48271185150332, -0.40566035906808257
BONIFACIO FERRER;257565;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3877443363926019, 39.45836999873742], ""type"": ""Point""}";39.45836999873742, -0.3877443363926019
ARAGON;257568;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.35790209410193397, 39.471275793063235], ""type"": ""Point""}";39.471275793063235, -0.35790209410193397
VALLADOLID;257569;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3588004398727568, 39.488914872566454], ""type"": ""Point""}";39.488914872566454, -0.3588004398727568
CHILE;257573;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3556075983018879, 39.47115592950008], ""type"": ""Point""}";39.47115592950008, -0.3556075983018879
NARANJOS;257574;12;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3436143006770015, 39.47912922764231], ""type"": ""Point""}";39.47912922764231, -0.3436143006770015
BURJASOT;257575;1;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3902150282229392, 39.489326937639206], ""type"": ""Point""}";39.489326937639206, -0.3902150282229392
FINLANDIA;257577;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3602503178997009, 39.472665843533825], ""type"": ""Point""}";39.472665843533825, -0.3602503178997009
MONTICHELVO;257583;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.36747369555956405, 39.45848767241381], ""type"": ""Point""}";39.45848767241381, -0.36747369555956405
ALQUERIA DE AZNAR;257584;1;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3648284393949501, 39.43035944305092], ""type"": ""Point""}";39.43035944305092, -0.3648284393949501
TORRENTE;257585;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3996865225195821, 39.46178363811553], ""type"": ""Point""}";39.46178363811553, -0.3996865225195821
MONTAtARES;257586;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.33591413268026704, 39.420023978224414], ""type"": ""Point""}";39.420023978224414, -0.33591413268026704
PEDRO DE VALENCIA;257593;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.33617906347443205, 39.468547892929784], ""type"": ""Point""}";39.468547892929784, -0.33617906347443205
DON QUIJOTE DE LA MANCHA;257595;0;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.4221348964137565, 39.50560527931467], ""type"": ""Point""}";39.50560527931467, -0.4221348964137565
ISLAS CANARIAS;257596;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.33977963567777014, 39.46146655734158], ""type"": ""Point""}";39.46146655734158, -0.33977963567777014
ALGUER;257598;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3419453181634908, 39.470716210474215], ""type"": ""Point""}";39.470716210474215, -0.3419453181634908
ALGUER;257599;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.34130144574016996, 39.47053044121477], ""type"": ""Point""}";39.47053044121477, -0.34130144574016996
MUSICO GINES;257602;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.34292527772985076, 39.47014672819585], ""type"": ""Point""}";39.47014672819585, -0.34292527772985076
AMADEO ROCA (PINTOR);257604;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.34502514363827624, 39.456681372101194], ""type"": ""Point""}";39.456681372101194, -0.34502514363827624
PINTOR MAELLA;257610;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3485025467121553, 39.458544757842745], ""type"": ""Point""}";39.458544757842745, -0.3485025467121553
BALEARES;257617;5;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.35002514941554513, 39.46161017200795], ""type"": ""Point""}";39.46161017200795, -0.35002514941554513
MARINO SIRERA;257621;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3327009027982924, 39.46783551903802], ""type"": ""Point""}";39.46783551903802, -0.3327009027982924
HIGINIO NOJA (PROFESSOR);257622;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3477562224689354, 39.458042191455725], ""type"": ""Point""}";39.458042191455725, -0.3477562224689354
ALAMEDA;257628;1;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.34291037105046424, 39.454865629818464], ""type"": ""Point""}";39.454865629818464, -0.34291037105046424
JOSE AGUIRRE;257635;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.33660602558421804, 39.462201701576966], ""type"": ""Point""}";39.462201701576966, -0.33660602558421804
CAROLINA ALVAREZ;257636;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.344446190246842, 39.46059188611021], ""type"": ""Point""}";39.46059188611021, -0.344446190246842
LLADRO Y MALLI;257637;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.38936411675618393, 39.46163606843928], ""type"": ""Point""}";39.46163606843928, -0.38936411675618393
MALAGA;257640;1;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.38313588381189895, 39.484332528434], ""type"": ""Point""}";39.484332528434, -0.38313588381189895
LERIDA;257642;8;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3777654733698301, 39.48384392993691], ""type"": ""Point""}";39.48384392993691, -0.3777654733698301
LERIDA;257643;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.376760003737281, 39.48376532719934], ""type"": ""Point""}";39.48376532719934, -0.376760003737281
JUST RAMIREZ (ARQUITECTE);257644;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3766628431186813, 39.489880498931456], ""type"": ""Point""}";39.489880498931456, -0.3766628431186813
LERIDA;257648;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3762098079235557, 39.483723554557635], ""type"": ""Point""}";39.483723554557635, -0.3762098079235557
POETA ANDRES CABRELLES;257649;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.34229964387381717, 39.46899040937277], ""type"": ""Point""}";39.46899040937277, -0.34229964387381717
POETA ANDRES CABRELLES;257650;1;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3420003578381724, 39.469323500555106], ""type"": ""Point""}";39.469323500555106, -0.3420003578381724
IBIZA;257651;5;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3403374135414166, 39.458540017856265], ""type"": ""Point""}";39.458540017856265, -0.3403374135414166
GRAO;257653;5;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.33977281435859463, 39.458477069908874], ""type"": ""Point""}";39.458477069908874, -0.33977281435859463
OEST;257657;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3796280127121164, 39.471723697659144], ""type"": ""Point""}";39.471723697659144, -0.3796280127121164
MUSICO GINES;257659;1;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.34358918569479785, 39.46914255699271], ""type"": ""Point""}";39.46914255699271, -0.34358918569479785
MU-OZ SECA;257669;17;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.36186887927414085, 39.4734604350583], ""type"": ""Point""}";39.4734604350583, -0.36186887927414085
POETA SANMARTIN Y AGUIRRE;257674;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.33689415834298253, 39.45775664662596], ""type"": ""Point""}";39.45775664662596, -0.33689415834298253
CREVILLENTE;257675;1;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.33925588707185655, 39.470022420818495], ""type"": ""Point""}";39.470022420818495, -0.33925588707185655
CAMPOAMOR;257677;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3396959942856526, 39.46894966342986], ""type"": ""Point""}";39.46894966342986, -0.3396959942856526
INGENIERO RAFAEL JANINI;257681;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.34094477135711726, 39.468428818430944], ""type"": ""Point""}";39.468428818430944, -0.34094477135711726
VALDELINARES;257689;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.39527018020560983, 39.4813048839667], ""type"": ""Point""}";39.4813048839667, -0.39527018020560983
BURJASOT;257692;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.38900838046203806, 39.48821544177413], ""type"": ""Point""}";39.48821544177413, -0.38900838046203806
HERNAN CORTES;257695;8;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.37131041876652543, 39.46806324924652], ""type"": ""Point""}";39.46806324924652, -0.37131041876652543
CAVITE;257696;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3267488941027718, 39.48238504213694], ""type"": ""Point""}";39.48238504213694, -0.3267488941027718
CAVITE;257698;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3267968090418868, 39.481250857364635], ""type"": ""Point""}";39.481250857364635, -0.3267968090418868
CAVITE;257706;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.32651583467746614, 39.47573349055129], ""type"": ""Point""}";39.47573349055129, -0.32651583467746614
REVERENDO JOSE MARIA PINAZO;257707;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.36332555879130374, 39.48723008070728], ""type"": ""Point""}";39.48723008070728, -0.36332555879130374
FRANCISCO MARTINEZ;257708;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.35870289663252924, 39.488330104477534], ""type"": ""Point""}";39.488330104477534, -0.35870289663252924
FONTANARES;257711;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3975321809305675, 39.46380614233856], ""type"": ""Point""}";39.46380614233856, -0.3975321809305675
HERNAN CORTES;257712;6;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.37137161892735315, 39.46815202785951], ""type"": ""Point""}";39.46815202785951, -0.37137161892735315
DOLORES MARQUES;257713;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.36255456624573174, 39.4870049223704], ""type"": ""Point""}";39.4870049223704, -0.36255456624573174
ALBOCACER;257714;5;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3629375320813945, 39.48624151866409], ""type"": ""Point""}";39.48624151866409, -0.3629375320813945
EJERCITO ESPAiOL;257715;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3311328617515089, 39.45628127175236], ""type"": ""Point""}";39.45628127175236, -0.3311328617515089
SOLEDAD DOMENECH;257718;1;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.36186320257121174, 39.48402584171614], ""type"": ""Point""}";39.48402584171614, -0.36186320257121174
VILLA DE MURO;257719;1;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.36175116830067666, 39.483756737884626], ""type"": ""Point""}";39.483756737884626, -0.36175116830067666
VILLA DE MURO;257720;1;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3618159790360622, 39.48380753232199], ""type"": ""Point""}";39.48380753232199, -0.3618159790360622
VIVER;257723;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.36463815387860793, 39.48753559804724], ""type"": ""Point""}";39.48753559804724, -0.36463815387860793
RUAYA;257725;7;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3768399099860191, 39.48557241854496], ""type"": ""Point""}";39.48557241854496, -0.3768399099860191
BILBAO;257726;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.37306210922512595, 39.48554698272065], ""type"": ""Point""}";39.48554698272065, -0.37306210922512595
MINISTRO LUIS MAYANS;257729;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.37218122967637796, 39.48532079124535], ""type"": ""Point""}";39.48532079124535, -0.37218122967637796
MINISTRO LUIS MAYANS;257731;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.37209171724419826, 39.48514218594681], ""type"": ""Point""}";39.48514218594681, -0.37209171724419826
POETA ALTET;257733;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3647779566239968, 39.486171815391415], ""type"": ""Point""}";39.486171815391415, -0.3647779566239968
CARRERES PUCHALT;257734;1;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.35968387210466224, 39.48374657440702], ""type"": ""Point""}";39.48374657440702, -0.35968387210466224
PUEBLA LARGA;257736;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3599144958722078, 39.48345883164815], ""type"": ""Point""}";39.48345883164815, -0.3599144958722078
FRESAS;257737;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3600902389809775, 39.48354612842854], ""type"": ""Point""}";39.48354612842854, -0.3600902389809775
TORRETA DE MIRAMAR;257739;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3622007417463136, 39.48763417916273], ""type"": ""Point""}";39.48763417916273, -0.3622007417463136
MUSICO MAGENTI;257744;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.358830918156871, 39.48314130573609], ""type"": ""Point""}";39.48314130573609, -0.358830918156871
DOCTOR GARCIA BRUSTENGA;257747;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.35765298769035037, 39.48105509716308], ""type"": ""Point""}";39.48105509716308, -0.35765298769035037
GUARDIA CIVIL;257749;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3557335998337035, 39.48055130443915], ""type"": ""Point""}";39.48055130443915, -0.3557335998337035
DOCTOR GARCIA BRUSTENGA;257750;8;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3562899115263709, 39.48010350685844], ""type"": ""Point""}";39.48010350685844, -0.3562899115263709
DOCTOR GARCIA BRUSTENGA;257757;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3564061674807212, 39.480127295288796], ""type"": ""Point""}";39.480127295288796, -0.3564061674807212
CATALUoA;257759;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3554616690659647, 39.478730869654385], ""type"": ""Point""}";39.478730869654385, -0.3554616690659647
MISTRAL;257760;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3584051265680102, 39.48387415560399], ""type"": ""Point""}";39.48387415560399, -0.3584051265680102
VINAROZ;257761;1;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3660450108796828, 39.487124644529935], ""type"": ""Point""}";39.487124644529935, -0.3660450108796828
ALBERIQUE;257767;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3875198468938852, 39.46575628649243], ""type"": ""Point""}";39.46575628649243, -0.3875198468938852
HONORATO JUAN;257768;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.38684755496324774, 39.464830542311375], ""type"": ""Point""}";39.464830542311375, -0.38684755496324774
